lag1_log,lag2_log,lag3_log,lag4_log,wow_pct_lag1,wow_pct_lag2,roll4_mean_log,roll4_std_log,month_sin,month_cos,week_sin,week_cos,is_onset_zone,is_peak_zone,flu_search_index_lag1,target,date,season,weekly_admissions,roll4
6.525029657843462,6.748759547491679,7.305860032684009,7.792348924113037,-20.070422535211264,-42.74193548387096,7.216342312113814,6.670331056405809,0.49999999999999994,-0.8660254037844387,-0.18374951781657006,0.9829730996839018,0,0,6.666666666666667,6.415096959171596,2024-05-25,2023-24,610.0,1360.5
6.992096427415888,6.322565239927284,5.69035945432406,5.659482215759621,95.50359712230217,88.47457627118645,6.322565239927284,5.930895942535502,-0.5000000000000004,0.8660254037844384,0.6736956436465572,0.7390089172206591,1,0,12.666666666666666,6.92461239604856,2024-11-02,2024-25,1016.0,556.0
6.92461239604856,6.992096427415888,6.322565239927284,5.69035945432406,-6.531738730450787,95.50359712230217,6.6059742821508545,5.93730929644758,-0.5000000000000004,0.8660254037844384,0.7980172272802395,0.6026346363792564,1,0,12.0,7.686162303492906,2024-11-09,2024-25,2177.0,738.5
7.686162303492906,6.92461239604856,6.992096427415888,6.322565239927284,100.0,-6.531738730450787,7.098375638590786,6.533668580974401,-0.5000000000000004,0.8660254037844384,0.8951632913550623,0.4457383557765383,1,0,12.0,7.869019376499023,2024-11-16,2024-25,2614.0,1209.0
7.869019376499023,7.686162303492906,6.92461239604856,6.992096427415888,20.073495636196604,100.0,7.452692432376896,6.6817714848419625,-0.5000000000000004,0.8660254037844384,0.961825643172819,0.273662990072083,1,0,12.0,8.09559870137819,2024-11-23,2024-25,3279.0,1723.5
8.09559870137819,7.869019376499023,7.686162303492906,6.92461239604856,25.439938791124717,20.073495636196604,7.728635826051634,6.859368863277477,-0.5000000000000004,0.8660254037844384,0.9957341762950345,0.09226835946330202,1,0,12.0,8.398184404834035,2024-11-30,2024-25,4438.0,2271.5
8.398184404834035,8.09559870137819,7.869019376499023,7.686162303492906,35.34614211649894,25.439938791124717,8.048149101665201,6.893110173618703,-2.4492935982947064e-16,1.0,0.9957341762950346,-0.09226835946330189,1,0,12.0,8.782476268924539,2024-12-07,2024-25,6518.0,3127.0
8.782476268924539,8.398184404834035,8.09559870137819,7.869019376499023,46.867958539882835,35.34614211649894,8.345989600356129,7.445999949668669,-2.4492935982947064e-16,1.0,0.961825643172819,-0.2736629900720829,1,1,23.0,9.169414205363537,2024-12-14,2024-25,9598.0,4212.25
9.169414205363537,8.782476268924539,8.398184404834035,8.09559870137819,47.253758821724446,46.867958539882835,8.692699913214838,7.9276566138714415,-2.4492935982947064e-16,1.0,0.8951632913550626,-0.4457383557765378,0,1,23.0,9.688436171119255,2024-12-21,2024-25,16129.0,5958.25
9.688436171119255,9.169414205363537,8.782476268924539,8.398184404834035,68.04542613044384,47.253758821724446,9.123883386737589,8.537228975193106,-2.4492935982947064e-16,1.0,0.7980172272802396,-0.6026346363792563,0,1,23.0,10.263955294713556,2024-12-28,2024-25,28679.0,9170.75
10.263955294713556,9.688436171119255,9.169414205363537,8.782476268924539,77.81015562031124,68.04542613044384,9.631153757031147,9.192286811079295,0.49999999999999994,0.8660254037844387,0.6736956436465571,-0.7390089172206593,0,1,23.0,10.588350513508376,2025-01-04,2024-25,39669.0,15231.0
10.588350513508376,10.263955294713556,9.688436171119255,9.169414205363537,38.32072247986331,77.81015562031124,10.065595772704372,9.500455234422192,0.49999999999999994,0.8660254037844387,0.5264321628773561,-0.850217135729614,0,1,33.666666666666664,10.369890958749371,2025-01-11,2024-25,31884.0,23518.75
10.369890958749371,10.588350513508376,10.263955294713556,9.688436171119255,-19.624896014520154,38.32072247986331,10.278192720658875,9.189819809002318,0.49999999999999994,0.8660254037844387,0.3612416661871533,-0.9324722294043557,0,1,33.666666666666664,10.427328113379613,2025-01-18,2024-25,33769.0,29090.25
10.427328113379613,10.369890958749371,10.588350513508376,10.263955294713556,5.912056203738558,-19.624896014520154,10.419338030549865,8.437969816597276,0.49999999999999994,0.8660254037844387,0.18374951781657037,-0.9829730996839018,0,0,33.666666666666664,10.633761910177357,2025-01-25,2024-25,41512.0,33500.25
10.633761910177357,10.427328113379613,10.369890958749371,10.588350513508376,22.929313867748526,5.912056203738558,10.510790856131166,8.436186961653211,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0,0,33.666666666666664,10.872484580041217,2025-02-01,2024-25,52705.0,36708.5
10.872484580041217,10.633761910177357,10.427328113379613,10.369890958749371,26.963287724031602,22.929313867748526,10.595846922855062,9.154782433097958,0.8660254037844386,0.5000000000000001,-0.18374951781657012,-0.9829730996839018,0,0,42.666666666666664,10.928776176785394,2025-02-08,2024-25,55757.0,39967.5
10.928776176785394,10.872484580041217,10.633761910177357,10.427328113379613,5.790721942889676,26.963287724031602,10.735020729291302,9.226638579931715,0.8660254037844386,0.5000000000000001,-0.3612416661871527,-0.9324722294043559,0,0,42.666666666666664,10.779164601524986,2025-02-15,2024-25,48009.0,45935.75
10.779164601524986,10.928776176785394,10.872484580041217,10.633761910177357,-13.896013056656564,5.790721942889676,10.809662289835638,8.73304306126211,0.8660254037844386,0.5000000000000001,-0.5264321628773558,-0.8502171357296141,0,0,42.666666666666664,10.583144142913573,2025-02-22,2024-25,39463.0,49495.75
10.583144142913573,10.779164601524986,10.928776176785394,10.872484580041217,-17.80082901122706,-13.896013056656564,10.79925920052036,8.86828646115269,1.0,6.123233995736766e-17,-0.6736956436465572,-0.7390089172206591,0,0,42.666666666666664,10.373928586106643,2025-03-01,2024-25,32013.0,48983.5
10.373928586106643,10.583144142913573,10.779164601524986,10.928776176785394,-18.878443098598684,-17.80082901122706,10.687651618980086,9.240244430519404,1.0,6.123233995736766e-17,-0.7980172272802389,-0.6026346363792572,0,0,18.0,10.116903948091755,2025-03-08,2024-25,24757.0,43810.5
10.116903948091755,10.373928586106643,10.583144142913573,10.779164601524986,-22.66579202199107,-18.878443098598684,10.492981093229933,9.207926017763421,1.0,6.123233995736766e-17,-0.895163291355062,-0.44573835577653886,0,0,18.0,9.846176185823014,2025-03-15,2024-25,18885.0,36060.5
9.846176185823014,10.116903948091755,10.373928586106643,10.583144142913573,-23.718544250111083,-22.66579202199107,10.267453353466264,9.096111237280315,1.0,6.123233995736766e-17,-0.961825643172819,-0.2736629900720831,0,0,18.0,9.55044884660634,2025-03-22,2024-25,14050.0,28779.5
9.55044884660634,9.846176185823014,10.116903948091755,10.373928586106643,-25.60232989144824,-23.718544250111083,10.018032016341992,8.955168254200105,1.0,6.123233995736766e-17,-0.9957341762950346,-0.09226835946330192,0,0,18.0,9.20923976653215,2025-03-29,2024-25,9988.0,22426.25
9.20923976653215,9.55044884660634,9.846176185823014,10.116903948091755,-28.91103202846975,-25.60232989144824,9.736310733068626,8.758848521653654,0.8660254037844387,-0.49999999999999983,-0.9957341762950345,0.09226835946330243,0,0,18.0,8.852664927703866,2025-04-05,2024-25,6992.0,16920.0
8.852664927703866,9.20923976653215,9.55044884660634,9.846176185823014,-29.995995194233082,-28.91103202846975,9.431862609671493,8.548512037915529,0.8660254037844387,-0.49999999999999983,-0.961825643172819,0.2736629900720828,0,0,9.0,8.53089883847235,2025-04-12,2024-25,5068.0,12478.75
8.53089883847235,8.852664927703866,9.20923976653215,9.55044884660634,-27.517162471395885,-29.995995194233082,9.107809183328516,8.272687442894044,0.8660254037844387,-0.49999999999999983,-0.8951632913550626,0.4457383557765377,0,0,9.0,8.287780027088433,2025-04-19,2024-25,3974.0,9024.5
8.287780027088433,8.53089883847235,8.852664927703866,9.20923976653215,-21.586424625098655,-27.517162471395885,8.780556956216811,7.877250881818125,0.8660254037844387,-0.49999999999999983,-0.7980172272802397,0.6026346363792562,0,0,9.0,8.106514516255185,2025-04-26,2024-25,3315.0,6505.5
8.106514516255185,8.287780027088433,8.53089883847235,8.852664927703866,-16.582788122798185,-21.586424625098655,8.48430836408046,7.3834742159383,0.49999999999999994,-0.8660254037844387,-0.6736956436465578,0.7390089172206585,0,0,9.0,7.842278779117352,2025-05-03,2024-25,2545.0,4837.25
7.842278779117352,8.106514516255185,8.287780027088433,8.53089883847235,-23.22775263951734,-16.582788122798185,8.223224734321748,6.975102887042106,0.49999999999999994,-0.8660254037844387,-0.5264321628773562,0.8502171357296139,0,0,6.333333333333333,7.68937110752969,2025-05-10,2024-25,2184.0,3725.5
7.68937110752969,7.842278779117352,8.106514516255185,8.287780027088433,-14.184675834970529,-23.22775263951734,8.008199222479217,6.686043237991731,0.49999999999999994,-0.8660254037844387,-0.36124166618715303,0.9324722294043558,0,0,6.333333333333333,7.549609165154532,2025-05-17,2024-25,1899.0,3004.5
7.549609165154532,7.68937110752969,7.842278779117352,8.106514516255185,-13.049450549450547,-14.184675834970529,7.818731916032523,6.419635124134144,0.49999999999999994,-0.8660254037844387,-0.18374951781657006,0.9829730996839018,0,0,6.333333333333333,7.4645098346365275,2025-05-24,2024-25,1744.0,2485.75
7.4645098346365275,7.549609165154532,7.68937110752969,7.842278779117352,-8.162190626645604,-13.049450549450547,7.646831391430482,5.866883692111483,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,0,0,6.333333333333333,7.524021415206125,2025-05-31,2024-25,1851.0,2093.0
7.090076835776092,7.02108396428914,6.92461239604856,6.884486652042782,7.149240393208212,10.137795275590555,6.983326465829211,4.624422453995871,-0.5000000000000004,0.8660254037844384,0.6736956436465572,0.7390089172206591,1,0,12.666666666666666,7.214504414151143,2025-11-01,2025-26,1358.0,1077.5
7.214504414151143,7.090076835776092,7.02108396428914,6.92461239604856,13.261050875729774,7.149240393208212,7.068172000388042,4.978788885293329,-0.5000000000000004,0.8660254037844384,0.7980172272802395,0.6026346363792564,1,0,13.333333333333334,7.488852955733459,2025-11-08,2025-26,1787.0,1173.0
7.488852955733459,7.214504414151143,7.090076835776092,7.02108396428914,31.590574374079527,13.261050875729774,7.220190937775109,5.700052014499531,-0.5000000000000004,0.8660254037844384,0.8951632913550623,0.4457383557765383,1,0,13.333333333333334,7.81923445385907,2025-11-15,2025-26,2487.0,1365.75
